FAMSIZE,ELDCH,SEX,AGE,MARST,BIRTHYR,MARRNO,MARRINYR,YRMARR,DIVINYR,WIDINYR,RACE,HISPAN,SPEAKENG,RACNUM,HCOVANY,HCOVPRIV,HINSEMP,HINSPUR,HCOVPUB,HINSCAID,HINSCARE,HINSVA,HINSIHS,EDUC,EMPSTAT,LABFORCE,CLASSWKR,WKSWORK2,UHRSWORK,WRKLSTWK,ABSENT,LOOKING,AVAILBLE,WORKEDYR,INCTOT,FTOTINC,INCWAGE,INCBUS00,INCWELFR,VETDISAB,DIFFHEAR,VETSTAT,VETSTATD,VET01LTR,VET90X01,VET75X90,VETVIETN,VET55X64,VETKOREA,VET47X50,VETWWII,VETOTHER,TRANWORK,CARPOOL,RIDERS,TRANTIME,DEPARTS,ARRIVES,GCHOUSE,GCMONTHS,GCRESPON
2,99,1,69,1,1945,1,1,1967,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,10,3,1,1,1,40,1,1,1,5,3,32000,54000,0,20000,0,1,1,2,20,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0
1,99,2,80,5,1934,1,1,1952,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,44700,44700,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,77,1,1937,1,1,1993,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,11,3,1,0,0,0,3,4,3,5,1,18300,34000,0,0,0,1,1,2,20,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,1,0,0
2,99,1,82,1,1932,2,1,1985,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,61000,63400,0,0,0,1,1,2,20,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0,0
2,34,2,65,4,1949,1,1,1966,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,7,3,1,0,0,0,1,1,1,3,1,8800,18300,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,75,1,1939,1,1,1959,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,8,3,1,0,0,0,1,1,1,5,1,16000,37700,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,73,1,1941,1,1,1959,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,7500,44500,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,66,5,1948,1,1,2003,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,6,3,1,2,0,0,1,1,1,5,2,18000,18000,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,81,5,1933,1,1,1957,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,6,3,1,0,0,0,3,4,3,5,1,60100,60100,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,68,1,1946,1,1,1970,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,6,1,2,2,6,40,2,4,3,5,3,48300,68604,33200,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,10,1,1,15,632,649,1,0,0
2,99,2,75,1,1939,3,1,2008,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,6,1,2,2,2,21,2,4,3,5,3,29600,74900,3800,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,10,1,1,5,857,904,1,0,0
2,99,1,74,1,1940,1,1,1960,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,6,1,2,2,6,8,2,4,3,5,3,44000,68800,26000,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,10,1,1,20,702,724,1,0,0
2,99,1,74,1,1940,1,1,1960,1,1,1,0,3,1,2,2,2,2,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,32700,44000,0,0,0,1,1,2,20,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,1,0,0
2,99,1,70,1,1944,1,1,1967,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,6,3,1,2,0,0,1,4,3,5,2,18000,25200,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,72,1,1942,1,1,1972,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,7,3,1,2,0,0,1,1,1,5,2,20000,60000,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,69,1,1945,1,1,1970,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,6,3,1,1,6,60,1,1,1,5,3,43500,83800,0,4500,0,1,1,2,20,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0
2,99,1,69,1,1945,1,1,1973,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,10,3,1,0,0,0,3,4,3,5,1,21600,30800,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,84,1,1930,1,1,1954,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,10,3,1,0,0,0,1,1,1,5,1,8204,27104,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,83,6,1931,0,0,0,0,0,1,0,3,1,2,1,1,1,2,2,2,1,1,10,3,1,0,0,0,1,1,1,5,1,8800,9999999,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,70,1,1944,1,1,1976,1,1,1,0,3,1,2,2,2,2,2,1,2,1,1,10,3,1,0,0,0,1,1,1,5,1,12400,89590,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,88,1,1926,1,1,1948,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,7,3,1,0,0,0,1,1,1,5,1,7800,86900,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,79,1,1935,1,1,1953,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,18000,24300,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,65,1,1949,2,1,1982,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,10,3,1,0,0,0,3,4,3,5,1,15804,29104,0,0,0,1,1,2,20,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0
2,99,2,67,1,1947,1,1,1966,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,11,3,1,2,0,0,1,1,1,5,2,29500,64600,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,65,1,1949,1,1,1970,1,1,1,0,3,1,2,2,2,1,1,1,1,1,1,10,1,2,1,6,40,2,4,3,5,3,394000,415500,0,319000,0,0,2,1,11,0,0,0,0,0,0,0,0,0,10,1,1,2,802,804,1,0,0
1,99,1,66,4,1948,1,1,1971,1,1,1,0,3,1,2,1,1,1,2,2,2,1,1,6,3,1,0,0,0,3,4,3,5,1,6000,9999999,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,65,1,1949,1,1,1967,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,10000,75700,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,81,5,1933,1,1,1980,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,5,3,1,0,0,0,3,4,3,5,1,12000,9999999,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,72,4,1942,1,1,1959,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,6,1,2,2,6,25,2,4,3,5,3,33000,33000,13000,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,10,1,1,40,752,834,1,0,0
2,99,1,67,1,1947,2,1,1986,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,11,1,2,2,4,25,2,4,3,5,3,295700,304200,100000,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,10,1,1,20,932,954,1,0,0
1,99,1,88,5,1926,1,1,1946,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,3,3,1,0,0,0,1,1,1,5,1,18600,18600,0,0,0,1,1,2,20,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0
1,99,2,70,4,1944,1,1,1961,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,6,1,2,2,6,20,2,4,3,5,3,24200,24200,8700,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,31,0,0,25,602,629,1,0,0
1,99,2,78,4,1936,3,1,1992,1,1,1,0,3,1,2,1,1,1,2,2,2,1,1,2,3,1,0,0,0,3,4,3,5,1,15100,9999999,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,1,70,5,1944,1,1,1979,1,1,1,0,3,1,2,2,1,2,2,2,2,1,1,6,3,1,0,0,0,1,1,1,5,1,13500,13500,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,82,5,1932,2,1,1980,1,1,1,0,3,1,2,1,1,1,2,1,2,2,1,2,3,1,0,0,0,1,1,1,2,1,9600,9600,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,65,4,1949,1,1,1989,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,7,1,2,2,6,20,2,4,3,5,3,21500,21500,6600,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,10,1,1,20,802,824,1,0,0
2,99,1,78,1,1936,1,1,1958,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,2,3,1,0,0,0,1,1,1,5,1,19200,25000,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,78,5,1936,1,1,1955,1,2,1,0,3,1,2,2,2,1,2,1,2,1,1,5,3,1,0,0,0,1,4,3,5,1,40500,40500,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,75,1,1939,1,1,1962,1,1,1,0,3,1,2,2,2,2,2,1,2,1,1,11,1,2,1,6,40,2,4,3,5,3,63000,192000,0,50000,0,0,1,1,11,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,1,0,0
2,99,1,67,1,1947,1,1,1977,1,1,1,0,3,1,2,2,1,2,2,1,2,2,1,6,3,1,0,0,0,1,1,1,5,1,51300,85300,0,0,0,1,1,2,20,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0
2,29,2,66,5,1948,2,1,1983,1,1,1,0,3,1,2,1,1,1,2,2,2,1,1,0,3,1,0,0,0,3,4,3,5,1,8400,26600,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,76,1,1938,1,1,1955,1,1,1,0,3,1,2,1,1,1,2,2,2,1,1,2,3,1,0,0,0,1,4,3,5,1,3500,10700,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,79,4,1935,3,1,1994,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,20104,20104,0,0,0,1,1,2,20,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0,0
1,99,1,85,2,1929,1,1,1973,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,10,3,1,0,0,0,3,4,3,5,1,47800,9999999,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,76,4,1938,2,1,2004,1,1,2,0,3,1,2,2,2,1,2,1,2,1,1,7,3,1,0,0,0,1,1,1,5,1,15800,15800,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,82,1,1932,1,1,1956,1,1,1,0,3,1,2,2,1,2,2,1,2,2,1,7,1,2,2,6,9,2,4,3,5,3,20800,25600,5000,0,0,3,2,2,20,1,1,1,1,1,2,1,1,1,10,1,1,25,1205,1229,1,0,0
1,99,2,65,6,1949,0,0,0,0,0,2,0,3,1,2,1,1,1,2,1,2,1,1,6,3,1,0,0,0,1,1,1,3,1,7000,7000,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,67,1,1947,3,1,2006,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,7,3,1,0,0,0,1,1,1,5,1,15600,26400,0,0,0,4,1,2,20,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0
2,99,2,85,1,1929,1,1,1949,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,7,3,1,0,0,0,1,1,1,5,1,7200,13700,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,67,1,1947,1,1,1970,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,11,3,1,2,4,25,1,1,1,3,3,37800,132800,16300,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,76,5,1938,1,1,1959,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,41860,41860,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,70,5,1944,1,1,1970,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,4,3,1,2,0,0,1,1,3,5,2,38400,38400,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,17,1,68,1,1946,1,1,1970,1,1,1,0,3,1,2,1,1,1,2,2,2,2,1,7,1,2,2,6,40,2,1,1,3,3,39600,50800,25000,0,0,1,1,2,20,1,1,1,2,1,1,1,1,1,10,1,1,35,1735,1809,1,0,0
3,65,1,85,5,1929,1,1,1946,1,1,1,0,3,1,2,1,1,1,2,2,2,2,1,2,3,1,0,0,0,1,1,1,5,1,17600,48700,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,45,2,65,5,1949,1,1,1968,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,6,3,1,2,0,0,1,1,1,5,2,21700,24000,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,71,1,1943,1,1,1964,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,12300,72300,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,66,4,1948,1,1,1980,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,7,3,1,2,0,0,1,1,1,5,2,27300,27300,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,85,1,1929,2,1,1995,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,10,3,1,0,0,0,1,1,1,5,1,50000,62000,0,0,0,1,1,2,20,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0,0
2,99,2,78,1,1936,1,1,1969,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,6000,11000,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,66,1,1948,1,1,1967,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,8000,24000,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,81,5,1933,1,1,1951,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,6,3,1,0,0,0,3,4,3,5,1,8900,9999999,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,68,4,1946,1,1,1968,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,11,3,1,2,0,0,1,1,1,3,2,98500,98500,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,84,5,1930,1,1,1948,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,12800,12800,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,92,5,1922,1,1,1966,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,6,3,1,0,0,0,3,4,3,5,1,45000,45000,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,75,1,1939,1,1,1959,1,1,1,0,3,1,2,1,1,1,2,2,2,1,1,2,3,1,2,0,0,1,1,1,5,2,0,0,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,42,1,76,5,1938,1,1,1953,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,16800,60500,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,87,1,1927,1,1,1954,1,1,1,0,3,1,2,1,1,1,2,1,2,2,1,11,3,1,0,0,0,3,4,3,5,1,39000,39001,0,0,0,1,1,2,20,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0
5,38,2,68,1,1946,1,1,1968,1,1,2,0,3,1,2,1,1,1,2,1,2,1,1,11,1,2,2,6,40,2,1,2,4,3,12500,201500,5000,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,31,0,0,15,1535,1549,2,0,1
2,99,1,77,1,1937,1,1,1963,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,10,3,1,0,0,0,1,1,1,4,1,231000,236000,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,78,5,1936,2,1,1984,1,1,2,0,3,1,2,1,1,1,2,2,2,1,1,5,3,1,0,0,0,1,1,1,5,1,9000,9000,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,66,1,1948,1,1,1965,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,6,3,1,2,0,0,1,1,1,5,2,14300,30700,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,68,1,1946,1,1,1968,1,1,2,0,3,1,2,2,2,1,1,1,1,1,1,11,1,2,2,4,25,2,4,3,5,3,35000,101200,9000,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,10,1,1,35,802,839,1,0,0
2,26,2,65,4,1949,1,1,1988,1,1,1,0,3,1,2,2,1,2,1,1,1,1,1,10,1,2,1,6,48,2,4,3,5,3,77400,77400,75000,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,10,1,1,60,1105,1204,1,0,0
2,99,2,65,1,1949,1,1,1984,1,1,2,0,3,1,2,2,2,1,1,1,1,1,1,10,1,2,2,6,40,2,4,3,5,3,27000,42000,27000,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,10,1,1,22,747,809,1,0,0
1,99,2,74,5,1940,2,1,1981,1,1,1,0,3,1,2,2,1,2,2,2,2,1,1,10,3,1,0,0,0,1,4,3,5,1,15000,15000,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,58,1,83,5,1931,1,1,1958,1,1,2,0,3,1,2,1,1,1,2,1,2,1,1,4,3,1,0,0,0,1,1,1,5,1,12000,37000,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,69,6,1945,0,0,0,0,0,1,0,3,1,2,2,2,2,2,1,2,1,1,6,3,1,0,0,0,1,1,1,4,1,36600,36600,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,76,5,1938,1,1,1956,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,18600,18600,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,67,1,87,3,1927,2,1,1989,1,1,1,0,3,1,2,1,1,1,2,1,2,2,1,6,3,1,0,0,0,3,4,3,5,1,2500,53650,0,0,0,1,1,2,20,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0
1,99,1,79,2,1935,1,1,1970,1,1,1,0,3,1,2,1,1,1,2,2,2,1,1,4,3,1,0,0,0,3,4,3,5,1,5500,9999999,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,79,1,1935,1,1,1959,1,1,1,0,3,1,2,2,2,2,2,1,2,1,1,11,3,1,2,0,0,1,1,1,5,2,61400,79000,0,0,0,1,1,2,20,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,1,0,0
2,99,1,68,1,1946,1,1,1967,1,1,1,0,3,1,2,2,2,2,2,1,2,1,1,10,3,1,2,0,0,1,1,1,5,2,26000,36000,0,0,0,1,1,2,20,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0
2,99,2,75,1,1939,1,1,1956,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,14100,31300,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,39,1,67,2,1947,3,1,2008,1,1,2,0,3,1,2,1,1,1,2,2,2,1,1,6,3,1,0,0,0,1,1,2,3,1,10100,10100,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2
2,99,1,69,1,1945,1,1,1965,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,7,3,1,0,0,0,1,1,1,5,1,24000,31500,0,0,0,1,2,2,20,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,1,0,0
1,99,1,71,4,1943,1,1,1965,1,1,2,0,3,1,2,1,1,1,2,1,2,1,1,6,3,1,2,0,0,1,4,3,5,2,0,0,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,89,5,1925,1,1,1944,1,1,2,0,3,1,2,2,2,1,2,1,2,1,1,4,3,1,0,0,0,1,1,1,5,1,10800,20700,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,81,1,1933,2,1,2000,1,1,2,0,3,1,2,1,1,1,2,1,2,1,1,6,3,1,0,0,0,1,4,3,5,1,16200,26000,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,69,4,1945,2,1,1962,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,2,1,2,2,3,30,2,4,3,5,3,23900,23900,6100,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,10,1,1,15,732,749,1,0,0
1,99,2,76,5,1938,1,1,1954,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,18400,18400,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,65,1,1949,2,1,1987,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,11,3,1,0,0,0,1,1,1,5,1,0,48100,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,1,65,4,1949,3,1,1991,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,7,1,2,2,6,47,2,1,1,5,3,95000,95000,95000,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,10,1,1,30,732,804,1,0,0
1,99,2,86,5,1928,2,1,1973,1,1,1,0,4,1,2,1,1,1,2,1,2,1,1,6,3,1,0,0,0,3,4,3,5,1,26200,9999999,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,71,1,1943,2,1,1981,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,9000,69700,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,1,69,4,1945,2,1,1971,1,1,1,0,5,1,2,1,1,1,2,1,2,2,1,7,3,1,0,0,0,1,1,1,5,1,47500,47500,0,0,0,6,2,2,20,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0
1,99,2,81,5,1933,1,1,1981,1,1,1,0,3,1,2,1,1,1,2,2,2,1,1,6,3,1,0,0,0,3,4,3,5,1,0,9999999,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,77,5,1937,1,1,1983,1,1,1,0,4,1,2,1,1,1,2,2,2,1,1,2,3,1,0,0,0,3,4,3,5,1,0,9999999,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,69,1,1945,1,1,1966,1,1,1,0,3,1,2,2,2,2,2,1,2,1,1,8,3,1,0,0,0,1,1,1,5,1,58400,61700,0,0,0,5,2,2,20,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0
2,99,1,65,1,1949,1,1,1972,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,11,1,2,2,6,40,2,4,3,5,3,90000,115000,90000,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,10,1,1,5,802,809,1,0,0
1,99,1,79,6,1935,0,0,0,0,0,1,0,3,1,2,1,1,1,2,1,2,1,1,7,3,1,1,0,0,1,4,3,5,2,21600,21600,0,0,0,1,1,2,20,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0,0
2,99,1,89,1,1925,1,1,1946,1,1,1,0,3,1,2,2,2,1,2,1,2,2,1,11,3,1,1,0,0,1,4,1,5,2,96500,114940,0,0,0,1,1,2,20,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0
3,99,2,87,5,1927,1,1,1967,1,2,2,0,3,1,2,1,1,1,2,2,2,1,1,1,3,1,0,0,0,1,1,1,5,1,1600,20200,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,76,1,1938,1,1,1963,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,6,3,1,0,0,0,1,1,1,3,1,50250,59220,0,0,0,1,1,2,20,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,1,0,0
2,99,1,66,1,1948,2,1,1990,1,1,3,4,3,1,2,2,2,1,2,1,2,1,1,6,1,2,2,6,40,2,4,3,5,3,95000,95360,95000,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,10,1,1,15,532,549,1,0,0
2,99,1,67,1,1947,1,1,1973,1,1,1,0,3,1,2,2,2,2,2,1,2,1,1,10,3,1,2,0,0,1,1,1,5,2,46600,74400,0,0,0,3,2,2,20,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0
